ID,Type,SKU,Name,Published,Short description,Description,In stock?,Regular price,Sale price,Categories,Tags
,simple,CTM-0083,Visualización Avanzada de Datos,1,Desarrollo de Soluciones de Visualización Avanzada; Desarrollo de Soluciones de Visualización de Datos; Servicios de análisis de datos y visualización; Servicio,Desarrollo de Soluciones de Visualización Avanzada; Desarrollo de Soluciones de Visualización de Datos; Servicios de análisis de datos y visualización; Servicios de implementación de soluciones de analítica de datos y visualización; Visualización Avanzada de Datos,1,3900000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0084,IT Consultancy,1,IT Consultancy,IT Consultancy,1,3600000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0085,Análisis Predictivo y ML,1,Análisis Predictivo; Análisis Predictivo para Mantenimiento; Análisis Predictivo y ML; Análisis predictivo y minería de datos; Implementación de Soluciones de A,Análisis Predictivo; Análisis Predictivo para Mantenimiento; Análisis Predictivo y ML; Análisis predictivo y minería de datos; Implementación de Soluciones de Análisis Predictivo; Implementación de soluciones de análisis predictivo y minería de datos,1,3675000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0086,Implementación de Herramientas de BI,1,Desarrollo de Herramientas de Reporting; Desarrollo de Herramientas de Visualización de Datos; Implementación de Herramientas de Análisis Predictivo; Implementa,Desarrollo de Herramientas de Reporting; Desarrollo de Herramientas de Visualización de Datos; Implementación de Herramientas de Análisis Predictivo; Implementación de Herramientas de BI; Servicio de Implementación de Herramientas de Analítica y Optimización,1,3750000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0087,Soporte Avanzado en BI,1,Análisis Avanzado de Datos; Análisis de datos avanzado; Implementación de Soluciones de Análisis de Datos Avanzado; Soporte Avanzado de BI; Soporte Avanzado en ,Análisis Avanzado de Datos; Análisis de datos avanzado; Implementación de Soluciones de Análisis de Datos Avanzado; Soporte Avanzado de BI; Soporte Avanzado en BI,1,3525000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0088,Optimización de Bases de Datos,1,Administración De Bases De Datos; Optimización de Bases de Datos; Servicios de consultoría en administración y gestión de datos,Administración De Bases De Datos; Optimización de Bases de Datos; Servicios de consultoría en administración y gestión de datos,1,3450000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0089,Inteligencia de Mercado para Identificar Tendencias,1,Inteligencia de Mercado para Identificar Tendencias,Inteligencia de Mercado para Identificar Tendencias,1,3375000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0090,Automatización de Reportes Ejecutivos,1,Automatización de Reportes Ejecutivos; Generación Automatizada de Informes Ejecutivos; Informes Ejecutivos,Automatización de Reportes Ejecutivos; Generación Automatizada de Informes Ejecutivos; Informes Ejecutivos,1,3300000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0091,Planificación estratégica,1,Consultoría Estratégica; Consultoría en planificación estratégica; Planificación estratégica; Soluciones Estratégicas de BI,Consultoría Estratégica; Consultoría en planificación estratégica; Planificación estratégica; Soluciones Estratégicas de BI,1,3150000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0092,Investigación de mercados,1,Investigación de mercados,Investigación de mercados,1,3225000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0093,Consultoría en gestión de procesos,1,Consultoría en Optimización de Procesos de Negocio (BPO); Consultoría en Optimización de Procesos: Mejora la Eficiencia y Rentabilidad de tu Negocio; Consultorí,Consultoría en Optimización de Procesos de Negocio (BPO); Consultoría en Optimización de Procesos: Mejora la Eficiencia y Rentabilidad de tu Negocio; Consultoría en gestión de procesos; Consultoría para Mejora Continua: Optimiza tus Procesos y Alcanza la Excelencia Operativa; Optimización de procesos; Revisión y Optimización de Procesos: Mejora la Eficiencia y Reduce Costos,1,3075000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0094,Análisis de Sentimiento en Redes Sociales,1,Análisis de Sentimiento; Análisis de Sentimiento de Clientes en Línea; Análisis de Sentimiento en Llamadas Telefónicas; Análisis de Sentimiento en Redes Sociale,Análisis de Sentimiento; Análisis de Sentimiento de Clientes en Línea; Análisis de Sentimiento en Llamadas Telefónicas; Análisis de Sentimiento en Redes Sociales; Análisis de Sentimientos en Redes Sociales; Análisis de sentimientos y minería de texto,1,3000000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0095,Análisis de Big Data,1,Análisis Básico de Datos; Análisis de Big Data; Análisis de Datos; Análisis de Datos con IA; Análisis de Datos de Marketing con IA; Análisis de Datos de Ventas ,Análisis Básico de Datos; Análisis de Big Data; Análisis de Datos; Análisis de Datos con IA; Análisis de Datos de Marketing con IA; Análisis de Datos de Ventas con IA,1,2700000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0096,Analítica de datos,1,Analítica Avanzada para la Toma de Decisiones; Analítica avanzada; Analítica de datos; Consultoría en Analítica Avanzada y Ciencia de Datos; Consultoría en anal,Analítica Avanzada para la Toma de Decisiones; Analítica avanzada; Analítica de datos; Consultoría en Analítica Avanzada y Ciencia de Datos; Consultoría en analítica avanzada; Desarrollo de soluciones de analítica avanzada,1,2775000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0097,Dashboards Personalizados,1,BI y Dashboards; Dashboards Personalizados; Implementación De Dashboards Personalizados; Implementación de Dashboards; Implementación de Dashboards Simples; Imp,BI y Dashboards; Dashboards Personalizados; Implementación De Dashboards Personalizados; Implementación de Dashboards; Implementación de Dashboards Simples; Implementación de soluciones de inteligencia de negocios (BI) y cuadros de mando (dashboards) avanzados con analítica visual,1,2850000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0098,Consultoría en Machine Learning,1,Asistencia Técnica en la Implementación de Machine Learning; Consultoría en Machine Learning; Implementación de soluciones de machine learning,Asistencia Técnica en la Implementación de Machine Learning; Consultoría en Machine Learning; Implementación de soluciones de machine learning,1,2925000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0099,Consultoría en Big Data,1,Consultoría Continua en BI; Consultoría de Datos; Consultoría en Big Data; Consultoría en gestión del cambio,Consultoría Continua en BI; Consultoría de Datos; Consultoría en Big Data; Consultoría en gestión del cambio,1,2625000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0100,Análisis de Datos y Métricas,1,Análisis de Datos y Métricas; Análisis de datos y seguimiento de métricas; Análisis inicial de datos y métricas básicas para pequeñas empresas o proyectos de ba,Análisis de Datos y Métricas; Análisis de datos y seguimiento de métricas; Análisis inicial de datos y métricas básicas para pequeñas empresas o proyectos de bajo alcance.,1,2550000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0101,Redacción de informes,1,Generación de Informes Inteligentes; Redacción de informes,Generación de Informes Inteligentes; Redacción de informes,1,2475000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0102,Desarrollo de Algoritmos Avanzados,1,Desarrollo de Algoritmos Avanzados,Desarrollo de Algoritmos Avanzados,1,2400000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0103,Servicio de Analítica Web: Optimiza tu Ecommerce con Datos Valiosos,1,Analítica y Reportes Ecommerce: Monitorea y Optimiza tu Tienda Online; Análisis Avanzado de Datos para Ecommerce: Optimiza tu Tienda Virtual con Insights Estrat,Analítica y Reportes Ecommerce: Monitorea y Optimiza tu Tienda Online; Análisis Avanzado de Datos para Ecommerce: Optimiza tu Tienda Virtual con Insights Estratégicos; Análisis de Datos de Ecommerce: Optimiza tu Estrategia con Datos Clave; Análisis y Reportes Ecommerce: Monitorea y Optimiza tu Tienda Online; Servicio de Analítica Web: Optimiza tu E-commerce con Datos Valiosos; Servicio de Analítica Web: Optimiza tu Ecommerce con Datos Valiosos,1,2250000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0104,Soporte para Business Intelligence,1,Support BI Specialized; Support for BI,Support BI Specialized; Support for BI,1,2325000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0105,Análisis de Conversiones: Optimiza tu E-commerce y Aumenta tus Ventas,1,Análisis de Conversiones: Optimiza tu E-commerce y Aumenta tus Ventas; Análisis de Conversiones: Optimiza tu E-commerce y Dispara tus Ventas; Análisis y Optimiz,Análisis de Conversiones: Optimiza tu E-commerce y Aumenta tus Ventas; Análisis de Conversiones: Optimiza tu E-commerce y Dispara tus Ventas; Análisis y Optimización de Conversiones para Ecommerce: Maximiza tus Ventas Online; Análisis y Optimización de Conversiones para Ecommerce: Mejora tus Tasas de Conversión,1,2175000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0106,Consultoría Adicional Básica: Asesoría Experta para Optimizar tu Negocio,1,Consultoría Adicional Básica: Asesoría Experta para Optimizar tu Negocio,Consultoría Adicional Básica: Asesoría Experta para Optimizar tu Negocio,1,2025000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0107,Consultoría en inteligencia competitiva,1,Consultoría en inteligencia competitiva,Consultoría en inteligencia competitiva,1,2100000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0108,Gestión de Riesgos con IA,1,Análisis De Riesgos; Consultoría en gestión de riesgos; Gestión de Riesgos con IA; Gestión de riesgos empresariales,Análisis De Riesgos; Consultoría en gestión de riesgos; Gestión de Riesgos con IA; Gestión de riesgos empresariales,1,1950000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0109,Consultoría en sostenibilidad,1,Consultoría en desarrollo sostenible; Consultoría en sostenibilidad,Consultoría en desarrollo sostenible; Consultoría en sostenibilidad,1,1875000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0110,Análisis de mercado,1,Análisis de Competencia; Análisis de Competencia y Estrategia: La Guía Definitiva para Dominar tu Mercado; Análisis de Competidores y Mercado; Análisis de la Co,Análisis de Competencia; Análisis de Competencia y Estrategia: La Guía Definitiva para Dominar tu Mercado; Análisis de Competidores y Mercado; Análisis de la Competencia; Análisis de la Competencia con IA; Análisis de mercado,1,1800000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0111,Personalización de Informes: Crea Reportes a Medida para tus Necesidades,1,Desarrollo de Informes Personalizados: Crea Reportes a Medida para tus Necesidades; Personalización de Informes: Crea Reportes a Medida para tus Necesidades; Pe,Desarrollo de Informes Personalizados: Crea Reportes a Medida para tus Necesidades; Personalización de Informes: Crea Reportes a Medida para tus Necesidades; Personalización de Reportes: Crea Informes a Medida para Tus Necesidades,1,1725000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0112,Optimización de Estrategias de Precios,1,Consultoría en estrategias de crecimiento; Informe de Análisis de Rendimiento: Optimiza tu Estrategia Digital; Optimización de Estrategias Financieras; Optimiza,Consultoría en estrategias de crecimiento; Informe de Análisis de Rendimiento: Optimiza tu Estrategia Digital; Optimización de Estrategias Financieras; Optimización de Estrategias de Negocios; Optimización de Estrategias de Precios,1,1650000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0113,Optimización de Proyectos Empresariales,1,Análisis de Procesos Empresariales: Optimiza tus operaciones para el éxito; Optimización de Proyectos Empresariales,Análisis de Procesos Empresariales: Optimiza tus operaciones para el éxito; Optimización de Proyectos Empresariales,1,1425000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0114,Plataforma de Analítica Web,1,Plataforma de Analítica Web; Plataforma de Analítica de Clientes; Plataforma de Análisis de Datos de Clientes,Plataforma de Analítica Web; Plataforma de Analítica de Clientes; Plataforma de Análisis de Datos de Clientes,1,1500000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0115,Evaluación de Impacto: Analiza y Mide el Éxito de tus Iniciativas,1,Evaluación de Impacto Continuo: Monitorea y Mejora tus Resultados en Tiempo Real; Evaluación de Impacto: Analiza y Mide el Éxito de tus Iniciativas,Evaluación de Impacto Continuo: Monitorea y Mejora tus Resultados en Tiempo Real; Evaluación de Impacto: Analiza y Mide el Éxito de tus Iniciativas,1,1575000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0116,Análisis de Comportamiento del Consumidor,1,Análisis de Comportamiento del Consumidor,Análisis de Comportamiento del Consumidor,1,1125000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0117,Planificación Financiera con IA,1,Análisis de Datos Financieros con IA; Planificación Financiera con IA; Plataforma de Análisis de Datos Financieros,Análisis de Datos Financieros con IA; Planificación Financiera con IA; Plataforma de Análisis de Datos Financieros,1,1200000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0118,Análisis de Datos de Recursos Humanos con IA,1,Análisis de Datos de Recursos Humanos con IA,Análisis de Datos de Recursos Humanos con IA,1,1275000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0119,Análisis de Datos de la Cadena de Suministro con IA,1,Análisis de Datos de la Cadena de Suministro con IA,Análisis de Datos de la Cadena de Suministro con IA,1,1350000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0120,Análisis de Interacciones con Clientes con IA,1,Análisis de Interacciones con Clientes con IA,Análisis de Interacciones con Clientes con IA,1,975000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0121,Gestión de Cumplimiento Normativo con IA,1,Gestión de Cumplimiento Normativo con IA,Gestión de Cumplimiento Normativo con IA,1,1050000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0122,IA y ML,1,IA y ML,IA y ML,1,600000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0123,Ciencia de Datos,1,Ciencia de Datos,Ciencia de Datos,1,675000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0124,Reportes de Ventas,1,Reportes Detallados; Reportes Operativos; Reportes de Producción; Reportes de Ventas; Reportes de Ventas y Logística,Reportes Detallados; Reportes Operativos; Reportes de Producción; Reportes de Ventas; Reportes de Ventas y Logística,1,750000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0125,Soluciones completas para grandes empresas con necesidades analíticas avanzadas y continuas.,1,Soluciones completas para grandes empresas con necesidades analíticas avanzadas y continuas.; Soluciones de inteligencia de negocio más completas para medianas ,Soluciones completas para grandes empresas con necesidades analíticas avanzadas y continuas.; Soluciones de inteligencia de negocio más completas para medianas empresas con necesidades analíticas intermedias.,1,825000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0126,Consultoría en Estrategia Web: Optimiza tu presencia online y alcanza tus objetivos,1,Consultoría en Estrategia Web: Optimiza tu presencia online y alcanza tus objetivos,Consultoría en Estrategia Web: Optimiza tu presencia online y alcanza tus objetivos,1,900000,,Servicios > Business Intelligence,"clientum,servicio"
,simple,CTM-0127,Implementación De Medidas De Protección,1,Implementación De Medidas De Protección; Implementación de soluciones de seguridad IT; Servicios de implementación de soluciones de ciberseguridad avanzada; Ser,Implementación De Medidas De Protección; Implementación de soluciones de seguridad IT; Servicios de implementación de soluciones de ciberseguridad avanzada; Servicios de implementación de soluciones de ciberseguridad para infraestructuras industriales; Servicios de implementación de soluciones de ciberseguridad y protección de datos,1,3900000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0128,Desarrollo de soluciones de ciberseguridad,1,Desarrollo de soluciones de ciberseguridad,Desarrollo de soluciones de ciberseguridad,1,3675000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0129,Servicios de ciberseguridad,1,Ciberseguridad; Ciberseguridad y privacidad de datos; Consultoría en Ciberseguridad; Consultoría en Ciberseguridad y Privacidad de Datos; Consultoría en Segurid,Ciberseguridad; Ciberseguridad y privacidad de datos; Consultoría en Ciberseguridad; Consultoría en Ciberseguridad y Privacidad de Datos; Consultoría en Seguridad de Información; Consultoría en ciberseguridad y cumplimiento normativo,1,3450000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0130,Ciberseguridad avanzada,1,Ciberseguridad avanzada; Seguridad Cibernética Avanzada; Servicios de seguridad cibernética y monitoreo de amenazas; Soluciones de Seguridad Cibernética,Ciberseguridad avanzada; Seguridad Cibernética Avanzada; Servicios de seguridad cibernética y monitoreo de amenazas; Soluciones de Seguridad Cibernética,1,3225000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0131,Seguridad informática,1,Auditoría de Seguridad Informática; Consultoría en Seguridad Informática; Seguridad informática,Auditoría de Seguridad Informática; Consultoría en Seguridad Informática; Seguridad informática,1,3000000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0132,Auditoría de Seguridad,1,Auditoría de Ciberseguridad; Auditoría de Seguridad; Auditoría de Seguridad en Big Data,Auditoría de Ciberseguridad; Auditoría de Seguridad; Auditoría de Seguridad en Big Data,1,2775000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0133,Gestión de Identidades y Accesos,1,Gestión de Identidades y Accesos,Gestión de Identidades y Accesos,1,2550000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0134,Verificación de Seguridad en Big Data,1,Verificación de Seguridad en Big Data,Verificación de Seguridad en Big Data,1,2325000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0135,Instalación de Sistemas de Alarmas,1,Instalación de Sistemas de Alarmas; Instalación de Sistemas de Videovigilancia; Soporte Técnico en Sistemas de Video Vigilancia,Instalación de Sistemas de Alarmas; Instalación de Sistemas de Videovigilancia; Soporte Técnico en Sistemas de Video Vigilancia,1,2100000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0136,Respuesta a incidentes básica,1,Consultoría en Ciberseguridad Avanzada y Respuesta a Incidentes; Consultoría en Ciberseguridad y Respuesta a Incidentes a Nivel Empresarial; Monitoreo Y Respues,Consultoría en Ciberseguridad Avanzada y Respuesta a Incidentes; Consultoría en Ciberseguridad y Respuesta a Incidentes a Nivel Empresarial; Monitoreo Y Respuesta A Incidentes; Monitoreo y Respuesta a Incidentes de Seguridad; Respuesta a incidentes básica,1,1725000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0137,Análisis de Riesgos de Ciberseguridad,1,Análisis de Riesgos de Ciberseguridad; Análisis de Riesgos en Ciberseguridad; Análisis de riesgos avanzado (mensual); Servicios de Análisis de Riesgos y Ciberse,Análisis de Riesgos de Ciberseguridad; Análisis de Riesgos en Ciberseguridad; Análisis de riesgos avanzado (mensual); Servicios de Análisis de Riesgos y Ciberseguridad; Servicios de análisis de riesgos y ciberseguridad para identificar y mitigar amenazas emergentes,1,1950000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0138,Servicios de Seguridad Ecommerce,1,Servicios de Seguridad Ecommerce; Servicios de Seguridad para Ecommerce: Protege tu Tienda Virtual con Monitoreo de Fraude y Cumplimiento PCI DSS; Servicios de ,Servicios de Seguridad Ecommerce; Servicios de Seguridad para Ecommerce: Protege tu Tienda Virtual con Monitoreo de Fraude y Cumplimiento PCI DSS; Servicios de Seguridad y Cumplimiento Ecommerce; Servicios de Seguridad y Cumplimiento para Ecommerce: Protege tu Tienda Virtual,1,1500000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0139,Seguridad Adicional: Tu escudo digital para un hogar protegido,1,Seguridad Adicional: Tu escudo digital para un hogar protegido,Seguridad Adicional: Tu escudo digital para un hogar protegido,1,1275000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0140,Respaldo y Recuperación de Datos: Protege tus archivos con nuestra solución integral,1,Auditoría de Seguridad: Protege tu negocio con nuestra solución integral; Configuración de Backup y Recuperación: Protege tus datos con facilidad; Respaldo y Re,Auditoría de Seguridad: Protege tu negocio con nuestra solución integral; Configuración de Backup y Recuperación: Protege tus datos con facilidad; Respaldo y Recuperación de Datos: Protege tus archivos con nuestra solución integral,1,1050000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0141,Plataforma de Monitoreo y Alertas,1,Plataforma de Monitoreo y Alertas,Plataforma de Monitoreo y Alertas,1,825000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0142,Detección de Fraude con IA,1,Detección de Fraude con IA,Detección de Fraude con IA,1,600000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0143,SSL Básico,1,SSL Básico; SSL Seguro,SSL Básico; SSL Seguro,1,375000,,Servicios > Ciberseguridad,"clientum,servicio"
,simple,CTM-0144,Migración Básica a la Nube,1,Migración A La Nube; Migración Avanzada a la Nube; Migración Básica a la Nube; Migración y modernización de infraestructura de TI; Servicios de Migración y Mode,Migración A La Nube; Migración Avanzada a la Nube; Migración Básica a la Nube; Migración y modernización de infraestructura de TI; Servicios de Migración y Modernización de Infraestructura de TI; Servicios de migración a la nube,1,2400000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0145,Servicios de Computación en la Nube,1,Cloud Computing; Servicios de cloud computing; Servicios de virtualización y cloud computing,Cloud Computing; Servicios de cloud computing; Servicios de virtualización y cloud computing,1,2250000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0146,Servicios de Implementación de ERP en la Nube,1,Implementación Integral de Seguridad en la Nube; Implementación de Seguridad Avanzada en la Nube; Implementación de Seguridad Básica en la Nube; Servicios de Im,Implementación Integral de Seguridad en la Nube; Implementación de Seguridad Avanzada en la Nube; Implementación de Seguridad Básica en la Nube; Servicios de Implementación de ERP en la Nube; Servicios de implementación de soluciones de computación en la nube; Servicios de implementación de soluciones de infraestructura en la nube,1,2100000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0147,Servicios de Alojamiento y Cloud,1,Servicios de Alojamiento y Cloud,Servicios de Alojamiento y Cloud,1,1950000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0148,Optimización de Recursos TI,1,Consultoría y Optimización de Infraestructura en la Nube; Optimización de Infraestructura TI; Optimización de Recursos TI; Optimización de Redes y Conectividad,Consultoría y Optimización de Infraestructura en la Nube; Optimización de Infraestructura TI; Optimización de Recursos TI; Optimización de Redes y Conectividad,1,1575000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0149,Soluciones de nube híbrida,1,Implementación de soluciones de almacenamiento; Migración a la Nube y Soluciones de Almacenamiento; Soluciones de nube híbrida,Implementación de soluciones de almacenamiento; Migración a la Nube y Soluciones de Almacenamiento; Soluciones de nube híbrida,1,1725000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0150,Plataforma ERP en la nube,1,Plataforma ERP en la nube,Plataforma ERP en la nube,1,1875000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0151,Consultoría en Soluciones Cloud,1,Consultoría Continua y Evaluación de Rendimiento en la Nube; Consultoría en Soluciones Cloud,Consultoría Continua y Evaluación de Rendimiento en la Nube; Consultoría en Soluciones Cloud,1,1425000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0152,Respaldo y Recuperación de Datos,1,Plataforma de Respaldo y Recuperación de Datos; Respaldo y Recuperación de Datos,Plataforma de Respaldo y Recuperación de Datos; Respaldo y Recuperación de Datos,1,1275000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0153,Configuración de Redes,1,Configuración de Redes,Configuración de Redes,1,825000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0154,Soporte de Infraestructura en la Nube,1,Evaluación Avanzada de Infraestructura en la Nube; Evaluación Inicial de Infraestructura en la Nube; Gestión Completa y Monitoreo Avanzado en la Nube; Gestión Y,Evaluación Avanzada de Infraestructura en la Nube; Evaluación Inicial de Infraestructura en la Nube; Gestión Completa y Monitoreo Avanzado en la Nube; Gestión Y Monitoreo De Infraestructuras En La Nube; Gestión de Infraestructuras en la Nube; Gestión y Monitoreo Continuo en la Nube,1,975000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0155,Evaluación de Tecnologías Cloud,1,Evaluaciones para Adopción de Cloud; Evaluaciones y Diagnósticos para Adopción de Tecnologías Cloud; Evaluación de Tecnologías Cloud; Evaluación para Adopción d,Evaluaciones para Adopción de Cloud; Evaluaciones y Diagnósticos para Adopción de Tecnologías Cloud; Evaluación de Tecnologías Cloud; Evaluación para Adopción de Cloud; Evaluación para Adopción de Tecnologías Cloud,1,1125000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0156,Cloud Storage Solution,1,Cloud Storage Solution,Cloud Storage Solution,1,712500,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0157,Gestión Básica de Servicios en la Nube,1,Gestión Básica de Servicios en la Nube,Gestión Básica de Servicios en la Nube,1,562500,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0158,"1 vCore, RAM: 1gb, Disco: 25 GB SSD, Ancho de Banda: 1000 GB",1,"1 vCore, RAM: 1gb, Disco: 25 GB SSD, Ancho de Banda: 1000 GB","1 vCore, RAM: 1gb, Disco: 25 GB SSD, Ancho de Banda: 1000 GB",1,300000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0159,Implementación de ERP en la Nube: Optimiza tu gestión empresarial con SaaS,1,Implementación de ERP en la Nube: Optimiza tu gestión empresarial con SaaS,Implementación de ERP en la Nube: Optimiza tu gestión empresarial con SaaS,1,450000,,Servicios > Cloud Computing,"clientum,servicio"
,simple,CTM-0160,Desarrollo de videojuegos,1,Desarrollo de videojuegos; Servicios de desarrollo de videojuegos y aplicaciones de entretenimiento interactivo,Desarrollo de videojuegos; Servicios de desarrollo de videojuegos y aplicaciones de entretenimiento interactivo,1,4800000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0161,Desarrollo de soluciones blockchain,1,Aplicaciones web y móviles con blockchain; Desarrollo de soluciones blockchain; Desarrollo de soluciones de blockchain; Servicios de Desarrollo de Aplicaciones ,Aplicaciones web y móviles con blockchain; Desarrollo de soluciones blockchain; Desarrollo de soluciones de blockchain; Servicios de Desarrollo de Aplicaciones Web y Móviles con Blockchain; Servicios de desarrollo de aplicaciones web y móviles con integración de blockchain y criptomonedas; Servicios de desarrollo de blockchain y smart contracts,1,4575000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0162,Desarrollo de soluciones de realidad virtual,1,"Desarrollo de soluciones de realidad aumentada; Desarrollo de soluciones de realidad virtual; Implementación de Realidad Aumentada para Ecommerce: Visualiza, Pr","Desarrollo de soluciones de realidad aumentada; Desarrollo de soluciones de realidad virtual; Implementación de Realidad Aumentada para Ecommerce: Visualiza, Prueba y Experimenta Antes de Comprar; Implementación de Realidad Aumentada para Ecommerce: Visualizá, Probá y Experimentá Antes de Comprar; Servicios de Implementación de Realidad Aumentada para Ecommerce: Mejora la Experiencia de Compra y Potencia las Ventas; Servicios de Implementación de Realidad Aumentada para Ecommerce: Visualización ",1,4650000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0163,Servicios de integración de sistemas,1,Servicios de integración de sistemas; Servicios de integración de sistemas y middleware; Servicios de integración y orquestación de sistemas,Servicios de integración de sistemas; Servicios de integración de sistemas y middleware; Servicios de integración y orquestación de sistemas,1,4725000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
,simple,CTM-0164,Migración y modernización de aplicaciones,1,Migración y Modernización; Migración y modernización de aplicaciones; Servicios de Migración y Modernización de Aplicaciones Legacy; Servicios de migración y mo,Migración y Modernización; Migración y modernización de aplicaciones; Servicios de Migración y Modernización de Aplicaciones Legacy; Servicios de migración y modernización de sistemas; Servicios de migración y modernización de sistemas legacy,1,4500000,,Servicios > Desarrollo Web y E-Commerce,"clientum,servicio"
