ID,Nombre,Categoría,Descripción,Precio (ARS)
7774,Consultoría en Gobernanza de Datos y Gestión del Ciclo de Vida de la Información,Business Intelligence,Gobernanza De Datos,
7780,Implementación de Soluciones de Análisis de Datos en Tiempo Real,Business Intelligence,Análisis De Datos Y Monitoreo De Kpis,
7784,Implementación de Soluciones de Análisis Predictivo,Business Intelligence,Análisis Predictivo Y Machine Learning,
7785,Consultoría en Gobierno de Datos y Gestión de Información,Business Intelligence,Gestión De Datos E Información,
7788,Implementación de Soluciones de Inteligencia de Negocios (BI),Business Intelligence,Bi Y Analítica Visual Avanzada,
7794,Análisis de Sentimiento de Clientes en Línea,Business Intelligence,Evaluación De Sentimiento En Línea.,
7796,Generación Automatizada de Informes Ejecutivos,Business Intelligence,Informes Ejecutivos Automáticos.,
7800,Análisis predictivo y minería de datos,Business Intelligence,Soluciones De Análisis Predictivo Y Minería De Datos.,
7804,Gobernanza de datos y gestión del ciclo de vida,Business Intelligence,Gobernanza De Datos Y Gestión Del Ciclo De Vida.,
7812,Análisis de datos en tiempo real,Business Intelligence,Soluciones De Análisis De Datos En Tiempo Real.,
7835,Análisis Predictivo y ML,Business Intelligence,Análisis Predictivo Y Ml,
7836,Inteligencia de Negocios (BI),Business Intelligence,Inteligencia De Negocios,
7838,IA y Aprendizaje Automático,Business Intelligence,Ia Y Aprendizaje Automático,
7840,Gobierno de Datos y Gestión,Business Intelligence,Gobierno De Datos Y Gestión,
7849,Business Intelligence (BI),Business Intelligence,Inteligencia De Negocios,
7859,Análisis de Competidores y Mercado,Business Intelligence,Análisis De Mercado,
7861,Generación de Informes Inteligentes,Business Intelligence,Informes Inteligentes,
7872,Análisis de Competencia,Business Intelligence,Análisis Estratégico De Competencia.,
7887,Analítica Avanzada para la Toma de Decisiones,Business Intelligence,Analítica Avanzada,
7890,Inteligencia de Mercado para Identificar Tendencias,Business Intelligence,Inteligencia De Mercado,
7903,Implementación de Sistemas de IA,Business Intelligence,Sistemas De Ia,
7906,Análisis de la Competencia,Business Intelligence,Análisis Competitivo Con Ia,
7908,Análisis De Datos De Marketing,Business Intelligence,Análisis De Marketing Con Ia,
7912,Análisis de Datos con IA,Business Intelligence,Análisis De Datos Con Ia,
7917,Análisis de Comportamiento del Consumidor,Business Intelligence,Análisis De Comportamiento,
7919,Análisis de Datos Financieros con IA,Business Intelligence,Análisis Financiero,
7924,Optimización de Estrategias Financieras,Business Intelligence,Optimización De Finanzas,
7926,Optimización de Energía y Recursos,Business Intelligence,Optimización De Energía,
7927,Optimización de Estrategias de Negocios,Business Intelligence,Optimización De Negocios,
7929,Optimización de Proyectos Empresariales,Business Intelligence,Optimización De Proyectos,
7930,Optimización de Competencia de Mercado,Business Intelligence,Optimización De Competencia,
7931,Optimización de Estrategias de Recursos,Business Intelligence,Optimización De Recursos,
7932,Optimización de Energía y Sustentabilidad,Business Intelligence,Optimización De Energía,
7944,Consultoría en Big Data,Business Intelligence,Consultoría En Big Data,
7956,Plataforma de Analítica de Clientes,Business Intelligence,Análisis De Datos De Clientes,
7969,Plataforma de Analítica Web,Business Intelligence,Análisis Del Comportamiento Web,
7971,Plataforma de Análisis de Datos Financieros,Business Intelligence,Análisis De Datos Financieros,
7972,Plataforma de Business Intelligence (BI),Business Intelligence,Herramientas Avanzadas De Bi,
7973,Plataforma de Análisis de Datos de Clientes,Business Intelligence,Análisis De Datos De Clientes,
7994,Análisis de la Competencia con IA,Business Intelligence,Solución De Análisis De La Competencia Basada En Ia,
7998,Análisis de Interacciones con Clientes con IA,Business Intelligence,Solución De Análisis De Interacciones Con Clientes Basada En Ia,
8000,Análisis de Sentimiento en Llamadas Telefónicas,Business Intelligence,Solución De Análisis De Sentimiento En Llamadas Telefónicas Basada En Ia,
8002,Análisis de Datos de Recursos Humanos con IA,Business Intelligence,Solución De Análisis De Datos De Rrhh Basada En Ia,
8003,Análisis de Datos de Marketing con IA,Business Intelligence,Solución De Análisis De Datos De Marketing Con Ia,
8004,Análisis de Datos de Ventas con IA,Business Intelligence,Solución De Análisis De Datos De Ventas Basada En Ia,
8005,Análisis Predictivo para Mantenimiento,Business Intelligence,Solución De Análisis Predictivo Para Mantenimiento Basada En Ia,
8006,Análisis de Datos de la Cadena de Suministro con IA,Business Intelligence,Solución De Análisis De Datos De La Cadena De Suministro Con Ia,
8008,Gestión de Riesgos con IA,Business Intelligence,Solución De Gestión De Riesgos Basada En Ia,
8009,Planificación Financiera con IA,Business Intelligence,Solución De Planificación Financiera Con Ia,
8011,Gestión de Cumplimiento Normativo con IA,Business Intelligence,Solución De Gestión De Cumplimiento Normativo Con Ia,
8021,Analítica de datos,Business Intelligence,Análisis Y Generación De Reportes A Partir De Datos.,
8034,Análisis de mercado,Business Intelligence,Servicios De Investigación Y Análisis De Mercados.,
8036,Análisis de datos y BI,Business Intelligence,Servicios De Analítica De Datos Y Business Intelligence.,
8044,Investigación de mercados,Business Intelligence,Servicios De Investigación De Mercados Para Recopilar Y Analizar Información.,
8049,Soluciones de inteligencia de negocios,Business Intelligence,Servicios De Diseño E Implementación De Soluciones De Business Intelligence.,
8053,Consultoría en innovación,Business Intelligence,Servicios De Consultoría Para Impulsar La Innovación En Las Organizaciones.,
8058,Servicios de análisis de datos,Business Intelligence,Servicios De Consultoría Y Ejecución De Proyectos De Analítica De Datos.,
8059,Consultoría en gestión de procesos,Business Intelligence,"Servicios De Consultoría En Gestión, Eficiencia Y Optimización De Procesos Empresariales.",
8061,Consultoría en planificación estratégica,Business Intelligence,Servicios De Consultoría Para El Diseño E Implementación De Estrategias Empresariales.,
8065,Consultoría en gestión de la innovación,Business Intelligence,Servicios De Consultoría Para Potenciar Las Capacidades De Innovación En Las Organizaciones.,
8070,Servicios de consultoría en transformación digital,Business Intelligence,Servicios De Consultoría Para Guiar A Las Organizaciones En Su Proceso De Transformación Digital.,
8071,Desarrollo de soluciones de analítica avanzada,Business Intelligence,Servicios De Creación De Aplicaciones Y Sistemas De Analítica Avanzada Para La Toma De Decisiones.,
8082,Desarrollo de soluciones de business intelligence,Business Intelligence,"Servicios De Creación De Soluciones De Bi Para El Análisis, Visualización Y Monitoreo De Datos.",
8086,Servicios de análisis de datos y big data,Business Intelligence,Servicios De Consultoría Y Ejecución De Proyectos De Análisis De Datos Y Big Data Para Empresas.,
8091,Servicios de estrategia y transformación digital,Business Intelligence,"Servicios De Consultoría En Estrategia, Diseño E Implementación De Programas De Transformación Digital.",
8101,Desarrollo de soluciones de inteligencia de negocios (BI),Business Intelligence,Servicios De Creación De Soluciones De Inteligencia De Negocios (Bi) Para Empresas.,
8104,Servicios de análisis de datos y visualización,Business Intelligence,Servicios De Consultoría Y Ejecución De Proyectos De Análisis De Datos Y Visualización.,
8109,Servicios de consultoría en administración y gestión de datos,Business Intelligence,Servicios De Consultoría Especializada En La Gestión Integral De Datos Empresariales.,
8113,Servicios de consultoria en arquitectura empresarial,Business Intelligence,Servicios De Consultoría Especializada En El Desarrollo De Arquitecturas De Sistemas Y Procesos A Nivel Organizacional.,
8116,Servicios de consultoría en estrategia y gobierno de datos,Business Intelligence,Servicios De Consultoría Especializada En El Diseño E Implementación De Iniciativas De Gobernanza De Datos.,
8117,Servicios de análisis de big data y business intelligence,Business Intelligence,Servicios De Consultoría Y Desarrollo De Plataformas De Inteligencia De Negocios Y Analítica Avanzada.,
8123,Servicios de consultoría en estrategia y transformación digital,Business Intelligence,Servicios De Consultoría Especializada En La Planificación E Implementación De Iniciativas De Digitalización.,
8134,Servicios de implementación de soluciones de analítica de datos y visualización,Business Intelligence,"Servicios De Consultoría Y Desarrollo De Plataformas Para Análisis De Datos, Inteligencia De Negocios Y Generación De Reportes.",
8139,Servicios de desarrollo de aplicaciones de análisis predictivo y ciencia de datos,Business Intelligence,"Servicios De Consultoría Y Construcción De Aplicaciones Para La Extracción De Insights, Predicción De Tendencias Y Toma De Decisiones Basada En Datos.",
8144,Servicios de implementación de soluciones de gestión de datos y analítica empresarial,Business Intelligence,"Servicios De Consultoría Y Despliegue De Soluciones Integrales Para La Gestión, Gobierno Y Análisis De Datos A Nivel Organizacional.",
8151,Servicios de desarrollo de aplicaciones de análisis de datos geoespaciales,Business Intelligence,"Servicios De Consultoría Y Construcción De Soluciones De Procesamiento, Interpretación Y Representación De Información Geoespacial.",
8153,Servicios de desarrollo de aplicaciones de análisis de datos de redes sociales,Business Intelligence,"Servicios De Consultoría Y Construcción De Soluciones Para La Extracción De Insights, Monitoreo Y Gestión De La Presencia En Canales Digitales.",
8154,Servicios de implementación de soluciones de analítica avanzada de datos,Business Intelligence,"Servicios De Consultoría Y Despliegue De Soluciones De Analítica Predictiva, Prescriptiva Y En Tiempo Real Para Optimizar Procesos Clave Del Negocio.",
8160,Servicios de implementación de soluciones de analítica de experiencia de usuario,Business Intelligence,"Servicios De Consultoría Y Despliegue De Soluciones De Analítica De Comportamiento, Usabilidad Y Satisfacción Del Usuario Para Optimizar La Experiencia Digital.",
8181,Consultoría empresarial,Business Intelligence,Servicio De Consultoría Estratégica Para Empresas.,
8191,Consultoría de estrategia digital,Business Intelligence,Consultoría Para La Transformación Digital De Negocios.,
8220,Consultoría en estrategia digital,Business Intelligence,Consultoría Especializada En Estrategia Y Transformación Digital Para Empresas.,
8232,Estrategia de Ecommerce: Maximiza tus ventas y rentabilidad online,Business Intelligence,"Servicio de consultoría en estrategia de ecommerce que te ayuda a analizar el mercado, optimizar tu tienda online, implementar campañas de marketing digital, gestionar redes sociales y monitorear el rendimiento para maxi",
8245,Análisis de Conversiones: Optimiza tu E-commerce y Dispara tus Ventas,Business Intelligence,Análisis de Conversiones: Optimiza tu E-commerce y Aumenta tus Ventas Servicio que te permite: Identificar áreas de mejora Optimizar la experiencia del usuario Aumentar las ventas Mejorar el ROI de marketing,
8256,Servicio de Analítica Web: Optimiza tu E-commerce con Datos Valiosos,Business Intelligence,"Servicio de analítica web para e-commerce que brinda datos valiosos para optimizar la experiencia del usuario, aumentar las conversiones, reducir costos y obtener una ventaja competitiva.",
8341,Análisis de Sentimiento en Redes Sociales,Business Intelligence,Análisis De Sentimiento En Redes Sociales Con Ia.,
8346,Análisis de Datos de Ecommerce: Optimiza tu Estrategia con Datos Clave,Business Intelligence,Análisis de Datos de Ecommerce: Optimiza tu estrategia con datos clave,
8357,Análisis y Reportes Ecommerce: Monitorea y Optimiza tu Tienda Online,Business Intelligence,Análisis y Reportes de Datos de Ecommerce,
8364,Análisis y Optimización de Conversiones para Ecommerce: Maximiza tus Ventas Online,Business Intelligence,Análisis y Optimización de Conversiones para Ecommerce: Maximiza tus ventas online,
8371,Análisis Avanzado de Datos para Ecommerce: Optimiza tu Tienda Virtual con Insights Estratégicos,Business Intelligence,Análisis Avanzado de Datos para Ecommerce: Optimiza tu Tienda Virtual con Insights Estratégicos,
8382,Servicios de Analítica Ecommerce: Optimiza tu Tienda Virtual con Datos y KPIs Clave,Business Intelligence,Servicios de Analítica para Ecommerce: Impulsa tu Negocio Online,
8391,Servicios de Análisis de Datos para Ecommerce: Optimiza tu Tienda Virtual con Datos,Business Intelligence,Servicios de Análisis de Datos para Ecommerce: Optimiza tu Tienda Virtual con Datos,
8396,Servicios de Analítica Avanzada para Ecommerce: Impulsa tu Crecimiento con Datos,Business Intelligence,Servicios de Analítica Avanzada para Ecommerce: Impulsa tu Crecimiento con Datos,
8402,Servicios de Analítica y Optimización para Ecommerce: Impulsa tu Tienda Virtual,Business Intelligence,Servicios de Analítica y Optimización para Ecommerce: Impulsa tu Tienda Virtual,
5862,Auditoría de Seguridad Informática,Ciberseguridad,Auditoría De Seguridad Informática.,4500
5879,Consultoría en Ciberseguridad Avanzada y Respuesta a Incidentes,Ciberseguridad,Ciberseguridad Avanzada.,7500
5929,Ciberseguridad avanzada,Ciberseguridad,Ciberseguridad Avanzada.,7000
5956,Ciberseguridad,Ciberseguridad,Ciberseguridad,
5976,Consultoría en ciberseguridad y cumplimiento normativo,Ciberseguridad,Consultoría En Ciberseguridad Y Cumplimiento Normativo,11000
5997,Consultoría en ciberseguridad y privacidad de datos para cumplir con regulaciones y estándares,Ciberseguridad,Consultoría,12000
6004,Servicios de análisis de riesgos y ciberseguridad para identificar y mitigar amenazas emergentes,Ciberseguridad,Seguridad,18000
6013,Consultoría en Ciberseguridad y Respuesta a Incidentes a Nivel Empresarial,Ciberseguridad,Ciberseguridad,
6023,Consultoría en Ciberseguridad,Ciberseguridad,Ciberseguridad,
6036,Consultoría en Ciberseguridad y Privacidad de Datos,Ciberseguridad,Ciberseguridad Y Cumplimiento Normativo,10000
6040,Servicios de Análisis de Riesgos y Ciberseguridad,Ciberseguridad,Análisis De Riesgos Y Ciberseguridad,9000
6090,Ciberseguridad y privacidad de datos,Ciberseguridad,Ciberseguridad Y Privacidad De Datos.,5000
6107,Gestión de Identidades y Accesos,Ciberseguridad,Gestión De Identidades Y Accesos,3500
6113,Seguridad Cibernética Avanzada,Ciberseguridad,Seguridad Cibernética Avanzada,7000
6146,Soluciones de Seguridad Cibernética,Ciberseguridad,Seguridad Cibernética Empresarial.,1500
6194,Detección de Fraude con IA,Ciberseguridad,Detección De Fraude,220
6222,Consultoría en Seguridad Informática,Ciberseguridad,Seguridad Informática Empresarial,8000
6237,Plataforma de Monitoreo y Alertas,Ciberseguridad,Monitoreo Y Alertas Proactivas,350
6316,Seguridad informática,Ciberseguridad,Servicios De Seguridad Y Protección De Sistemas.,300
6327,Servicios de ciberseguridad,Ciberseguridad,Servicios Gestionados De Ciberseguridad Y Protección De La Información.,4000
6364,Desarrollo de soluciones de ciberseguridad,Ciberseguridad,Servicios De Creación De Aplicaciones Y Sistemas De Ciberseguridad Para La Defensa Frente A Amenazas.,18000
6387,Servicios de consultoría en ciberseguridad,Ciberseguridad,Servicios De Consultoría Especializada En Ciberseguridad Para La Protección De Activos Digitales.,16000
6399,Servicios de ciberseguridad y protección de datos,Ciberseguridad,Servicios De Consultoría Y Despliegue De Soluciones De Ciberseguridad Para Empresas.,20000
6415,Servicios de implementación de soluciones de ciberseguridad y protección de datos,Ciberseguridad,Servicios De Consultoría Y Desarrollo De Arquitecturas De Seguridad Para La Protección De Datos Y Activos Digitales.,28000
6425,Servicios de seguridad cibernética y monitoreo de amenazas,Ciberseguridad,"Servicios De Consultoría Y Despliegue De Tecnologías De Seguridad De La Información, Detección De Amenazas Y Protección De Activos Digitales.",25000
6439,Servicios de implementación de soluciones de ciberseguridad avanzada,Ciberseguridad,"Servicios De Consultoría Y Despliegue De Soluciones Avanzadas De Detección, Prevención Y Respuesta A Incidentes De Seguridad.",32000
6447,Servicios de implementación de soluciones de ciberseguridad para infraestructuras industriales,Ciberseguridad,"Servicios De Consultoría Y Despliegue De Soluciones De Detección, Prevención Y Respuesta A Amenazas Cibernéticas En Infraestructuras Críticas Y Operacionales.",32000
6684,Servicios de Seguridad Ecommerce,Ciberseguridad,Soluciones De Seguridad Para Ecommerce.,800
6691,Servicios de Seguridad y Cumplimiento Ecommerce,Ciberseguridad,Servicios De Seguridad Y Cumplimiento Para Ecommerce.,1500
6748,Auditoría de Seguridad,Ciberseguridad,Auditoría De Seguridad,1000
6752,Verificación de Seguridad en Big Data,Ciberseguridad,Auditoría De Seguridad En Big Data,3000
6753,Auditoría de Ciberseguridad,Ciberseguridad,Auditoría De Ciberseguridad,4000
6756,Consultoría en Seguridad de Información,Ciberseguridad,Consultoría En Seguridad De Información,5500
6765,Auditoría de Seguridad en Big Data,Ciberseguridad,Seguridad En Big Data,5000
6822,SSL Básico,Ciberseguridad,Certificado Ssl Básico.,50
6823,Análisis de riesgos avanzado (mensual),Ciberseguridad,,1
6824,Respuesta a incidentes básica,Ciberseguridad,,1
6826,Implementación De Medidas De Protección,Ciberseguridad,Implementación De Medidas De Protección.,3000
6827,Monitoreo Y Respuesta A Incidentes,Ciberseguridad,Monitoreo Y Respuesta A Incidentes.,2200
6828,Instalación de Sistemas de Videovigilancia,Ciberseguridad,Sistemas De Videovigilancia.,2500
6829,Instalación de Sistemas de Alarmas,Ciberseguridad,Sistemas De Alarmas.,2000
6830,Análisis de Riesgos de Ciberseguridad,Ciberseguridad,Análisis De Riesgos De Seguridad.,2000
6831,Análisis de Riesgos en Ciberseguridad,Ciberseguridad,Análisis De Vulnerabilidades.,2000
6832,Monitoreo y Respuesta a Incidentes de Seguridad,Ciberseguridad,Monitoreo Y Respuesta.,1800
6868,SSL Seguro,Ciberseguridad,Certificado Ssl Para Sitios Web.,75
7012,Soporte Técnico en Sistemas de Video Vigilancia,Ciberseguridad,Soporte Video Vigilancia,6000
7514,Auditoría de Seguridad: Protege tu negocio con nuestra solución integral,Ciberseguridad,Auditoría de Seguridad: Protegiendo tu negocio de amenazas ocultas,
7516,Configuración de Backup y Recuperación: Protege tus datos con facilidad,Ciberseguridad,Configuración de Backup y Recuperación: Protegiendo tus datos críticos,
7546,Respaldo y Recuperación de Datos: Protege tus archivos con nuestra solución integral,Ciberseguridad,"Respaldo y Recuperación de Datos: tu salvavidas digital. Protege tus datos de pérdidas y disfruta de tranquilidad con respaldos automáticos, almacenamiento en la nube y recuperación rápida.",500
7547,Seguridad Adicional: Tu escudo digital para un hogar protegido,Ciberseguridad,Seguridad Adicional: Protege tu hogar con tranquilidad,600
7585,Implementación de soluciones de seguridad IT,Ciberseguridad,Soluciones De Seguridad It,900
7644,Auditoría de Seguridad Informática,Ciberseguridad,Auditoría De Seguridad Informática.,
7661,Consultoría en Ciberseguridad Avanzada y Respuesta a Incidentes,Ciberseguridad,Ciberseguridad Avanzada.,
7711,Ciberseguridad avanzada,Ciberseguridad,Ciberseguridad Avanzada.,
7739,Consultoría en ciberseguridad y cumplimiento normativo,Ciberseguridad,Consultoría En Ciberseguridad Y Cumplimiento Normativo,
7760,Consultoría en ciberseguridad y privacidad de datos para cumplir con regulaciones y estándares,Ciberseguridad,Consultoría,
7767,Servicios de análisis de riesgos y ciberseguridad para identificar y mitigar amenazas emergentes,Ciberseguridad,Seguridad,
7776,Consultoría en Ciberseguridad y Respuesta a Incidentes a Nivel Empresarial,Ciberseguridad,Ciberseguridad,
7782,Consultoría en Ciberseguridad y Privacidad de Datos,Ciberseguridad,Ciberseguridad Y Cumplimiento Normativo,
7786,Servicios de Análisis de Riesgos y Ciberseguridad,Ciberseguridad,Análisis De Riesgos Y Ciberseguridad,
7814,Ciberseguridad y privacidad de datos,Ciberseguridad,Ciberseguridad Y Privacidad De Datos.,
7831,Gestión de Identidades y Accesos,Ciberseguridad,Gestión De Identidades Y Accesos,
7837,Seguridad Cibernética Avanzada,Ciberseguridad,Seguridad Cibernética Avanzada,
7870,Soluciones de Seguridad Cibernética,Ciberseguridad,Seguridad Cibernética Empresarial.,
7918,Detección de Fraude con IA,Ciberseguridad,Detección De Fraude,
7946,Consultoría en Seguridad Informática,Ciberseguridad,Seguridad Informática Empresarial,
7961,Plataforma de Monitoreo y Alertas,Ciberseguridad,Monitoreo Y Alertas Proactivas,
8027,Seguridad informática,Ciberseguridad,Servicios De Seguridad Y Protección De Sistemas.,
8038,Servicios de ciberseguridad,Ciberseguridad,Servicios Gestionados De Ciberseguridad Y Protección De La Información.,
8072,Servicios de auditoría y cumplimiento normativo,Ciberseguridad,Servicios De Consultoría Y Auditoría Para Garantizar El Cumplimiento De Requisitos Legales Y Normativos.,
8075,Desarrollo de soluciones de ciberseguridad,Ciberseguridad,Servicios De Creación De Aplicaciones Y Sistemas De Ciberseguridad Para La Defensa Frente A Amenazas.,
8098,Servicios de consultoría en ciberseguridad,Ciberseguridad,Servicios De Consultoría Especializada En Ciberseguridad Para La Protección De Activos Digitales.,
8110,Servicios de ciberseguridad y protección de datos,Ciberseguridad,Servicios De Consultoría Y Despliegue De Soluciones De Ciberseguridad Para Empresas.,
8115,Servicios de auditoría y aseguramiento de calidad de software,Ciberseguridad,"Servicios De Pruebas, Validación Y Aseguramiento De La Calidad En Proyectos De Desarrollo De Software.",
8126,Servicios de implementación de soluciones de ciberseguridad y protección de datos,Ciberseguridad,Servicios De Consultoría Y Desarrollo De Arquitecturas De Seguridad Para La Protección De Datos Y Activos Digitales.,
8136,Servicios de seguridad cibernética y monitoreo de amenazas,Ciberseguridad,"Servicios De Consultoría Y Despliegue De Tecnologías De Seguridad De La Información, Detección De Amenazas Y Protección De Activos Digitales.",
8150,Servicios de implementación de soluciones de ciberseguridad avanzada,Ciberseguridad,"Servicios De Consultoría Y Despliegue De Soluciones Avanzadas De Detección, Prevención Y Respuesta A Incidentes De Seguridad.",
8158,Servicios de implementación de soluciones de ciberseguridad para infraestructuras industriales,Ciberseguridad,"Servicios De Consultoría Y Despliegue De Soluciones De Detección, Prevención Y Respuesta A Amenazas Cibernéticas En Infraestructuras Críticas Y Operacionales.",
8385,Servicios de Seguridad para Ecommerce: Protege tu Tienda Virtual con Monitoreo de Fraude y Cumplimiento PCI DSS,Ciberseguridad,Servicios de Seguridad para Ecommerce: Protegiendo tu Negocio en Línea,
8392,Servicios de Seguridad y Cumplimiento para Ecommerce: Protege tu Tienda Virtual,Ciberseguridad,"Servicios de Seguridad y Cumplimiento para Ecommerce: Protección integral para tu negocio online, garantizando la confianza del cliente y el cumplimiento normativo.",
5893,Cloud Storage Solution,Cloud Computing,Almacenamiento En La Nube,1200
5958,Migración A La Nube,Cloud Computing,Migración A La Nube,
5978,Servicios de migración y modernización de infraestructura de TI a la nube híbrida y multicloud,Cloud Computing,Migración Y Modernización De Infraestructura Ti,20000
6009,Servicios de migración y modernización de infraestructura de TI a la nube híbrida y multicloud con automatización,Cloud Computing,Migración,23000
6043,Servicios de Migración y Modernización de Infraestructura de TI,Cloud Computing,Migración De Ti A La Nube Híbrida,20000
6077,Migración y modernización de infraestructura de TI,Cloud Computing,Migración Y Modernización De Infraestructura De Ti A La Nube.,5000
6104,Respaldo y Recuperación de Datos,Cloud Computing,Respaldo Y Recuperación,3000
6106,Optimización de Redes y Conectividad,Cloud Computing,Optimización De Redes,4000
6155,Configuración de Redes,Cloud Computing,Configuración De Redes.,2000
6177,Servicios de Alojamiento y Cloud,Cloud Computing,Servicios De Alojamiento Y Cloud,5000
6214,Optimización de Recursos TI,Cloud Computing,Mejora De Recursos Tecnológicos,2000
6217,Consultoría en Soluciones Cloud,Cloud Computing,Soluciones En La Nube,3500
6219,Optimización de Infraestructura TI,Cloud Computing,Mejora De Infraestructura Ti,4500
6230,Plataforma de Respaldo y Recuperación de Datos,Cloud Computing,Respaldo Y Recuperación De Datos,1700
6277,"1 vCore, RAM: 1gb, Disco: 25 GB SSD, Ancho de Banda: 1000 GB",Cloud Computing,Servidor Virtual 1 Vcore 1 Gb Ram 25 Gb Ssd 1000 Gb Ancho Banda,
6324,Soluciones de nube híbrida,Cloud Computing,Servicios De Implementación Y Gestión De Entornos De Nube Híbrida.,3000
6353,Servicios de cloud computing,Cloud Computing,"Servicios De Alojamiento, Procesamiento Y Almacenamiento En La Nube Para Empresas.",18000
6368,Servicios de virtualización y cloud computing,Cloud Computing,Servicios De Consultoría Y Ejecución De Proyectos De Adopción De Soluciones En La Nube.,16000
6389,Servicios de migración a la nube,Cloud Computing,Servicios De Consultoría Y Ejecución De Proyectos De Migración Y Adopción De Soluciones Cloud.,20000
6421,Servicios de implementación de soluciones de computación en la nube,Cloud Computing,"Servicios De Consultoría Y Despliegue De Soluciones En La Nube Para Infraestructura, Plataformas Y Aplicaciones.",18000
6437,Servicios de implementación de soluciones de infraestructura en la nube,Cloud Computing,"Servicios De Consultoría Y Despliegue De Soluciones De Computación En La Nube, Almacenamiento, Redes Y Servicios Gestionados.",25000
6719,Servicios de Implementación de ERP en la Nube,Cloud Computing,Servicios De Implementación De Sistemas Erp En La Nube.,15000
6850,Cloud Computing,Cloud Computing,,6
6855,Evaluación Inicial de Infraestructura en la Nube,Cloud Computing,,600
6856,Migración Básica a la Nube,Cloud Computing,,800
6857,Gestión Básica de Servicios en la Nube,Cloud Computing,,500
6858,Implementación de Seguridad Básica en la Nube,Cloud Computing,,700
6859,Evaluación Avanzada de Infraestructura en la Nube,Cloud Computing,,900
6860,Migración Avanzada a la Nube,Cloud Computing,,1200
6861,Gestión y Monitoreo Continuo en la Nube,Cloud Computing,,1000
6862,Implementación de Seguridad Avanzada en la Nube,Cloud Computing,,1100
6863,Consultoría y Optimización de Infraestructura en la Nube,Cloud Computing,,1500
6864,Gestión Completa y Monitoreo Avanzado en la Nube,Cloud Computing,,1400
6865,Implementación Integral de Seguridad en la Nube,Cloud Computing,,1600
6866,Consultoría Continua y Evaluación de Rendimiento en la Nube,Cloud Computing,,1700
6897,Evaluación para Adopción de Cloud,Cloud Computing,Evaluación De Tecnologías Cloud.,2000
6898,Gestión y Monitoreo de Infraestructura,Cloud Computing,Gestión De Infraestructuras Cloud.,2500
6905,Evaluación de Tecnologías Cloud,Cloud Computing,Evaluación De Tecnologías En La Nube.,1500
6906,Gestión y Monitoreo de Infraestructuras,Cloud Computing,Monitoreo De Infraestructuras En La Nube.,2500
6910,Evaluación para Adopción de Tecnologías Cloud,Cloud Computing,Evaluación De Tecnologías Cloud.,2500
6911,Gestión y Monitoreo de Infraestructuras Cloud,Cloud Computing,Monitoreo De Infraestructuras Cloud.,1800
6918,Migración a la Nube y Soluciones de Almacenamiento,Cloud Computing,Migración Y Almacenamiento En La Nube.,4000
6919,Gestión Y Monitoreo De Infraestructuras En La Nube,Cloud Computing,Gestión De Infraestructuras En La Nube.,2200
6920,Evaluaciones y Diagnósticos para Adopción de Tecnologías Cloud,Cloud Computing,Evaluación Para Adopción De Cloud.,3000
6922,Evaluaciones para Adopción de Cloud,Cloud Computing,Evaluaciones Para Adopción De Cloud.,1500
6923,Gestión de Infraestructuras en la Nube,Cloud Computing,Gestión Y Monitoreo De Infraestructuras.,2000
6980,Monitoreo y Gestión de Infraestructura,Cloud Computing,Monitoreo De Infraestructura.,2000
7006,Soporte de Implementación de Soluciones en la Nube,Cloud Computing,Soporte En La Nube,7000
7007,Soporte de Infraestructura en la Nube,Cloud Computing,Infraestructura En La Nube,6000
7556,Plataforma ERP en la nube,Cloud Computing,Erp En La Nube,3000
7584,Implementación de soluciones de almacenamiento,Cloud Computing,Soluciones De Almacenamiento,800
7675,Cloud Storage Solution,Cloud Computing,Almacenamiento En La Nube,
7741,Servicios de migración y modernización de infraestructura de TI a la nube híbrida y multicloud,Cloud Computing,Migración Y Modernización De Infraestructura Ti,
7772,Servicios de migración y modernización de infraestructura de TI a la nube híbrida y multicloud con automatización,Cloud Computing,Migración,
7789,Servicios de Migración y Modernización de Infraestructura de TI,Cloud Computing,Migración De Ti A La Nube Híbrida,
7801,Migración y modernización de infraestructura de TI,Cloud Computing,Migración Y Modernización De Infraestructura De Ti A La Nube.,
7828,Respaldo y Recuperación de Datos,Cloud Computing,Respaldo Y Recuperación,
7830,Optimización de Redes y Conectividad,Cloud Computing,Optimización De Redes,
7832,Internet of Things (IoT),Cloud Computing,Soluciones Iot,
7852,Integración de Sistemas y Aplicaciones,Cloud Computing,Integración De Sistemas,
7879,Configuración de Redes,Cloud Computing,Configuración De Redes.,
7938,Optimización de Recursos TI,Cloud Computing,Mejora De Recursos Tecnológicos,
7941,Consultoría en Soluciones Cloud,Cloud Computing,Soluciones En La Nube,
7942,Integración de Sistemas,Cloud Computing,Integración De Sistemas Empresariales,
7943,Optimización de Infraestructura TI,Cloud Computing,Mejora De Infraestructura Ti,
7954,Plataforma de Respaldo y Recuperación de Datos,Cloud Computing,Respaldo Y Recuperación De Datos,
8022,Respaldo y recuperación,Cloud Computing,Servicios De Respaldo Y Recuperación De Información.,
8026,Gestión de redes,Cloud Computing,Gestión Y Mantenimiento De Redes.,
8035,Soluciones de nube híbrida,Cloud Computing,Servicios De Implementación Y Gestión De Entornos De Nube Híbrida.,
